loadtype=POWER
0,0
1,12.11769
2,12.11769
3,12.11769
4,12.11769
5,12.11769
6,12.83623
7,15.1117
8,17.20001
9,42.59244
10,269.31397
11,718.9826
12,869.66215
13,452.18308
14,286.00608
15,772.90431
16,762.12712
17,583.60203
18,568.96847
19,549.74202
20,628.75367
21,684.75009
22,430.96554
23,50.89714
24,0
25,0
26,0
27,0
28,0
29,209.19731
30,161.67649
31,36.6269
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,8.31884
42,12.11769
43,12.11769
44,12.11769
45,12.11769
46,12.11769
47,12.11769
48,12.11769
49,38.18821
50,466.54013
51,490.67586
52,492.7805
53,730.04818
54,915.61409
55,782.67738
56,753.42708
57,987.15084
58,1062.41228
59,958.74232
60,715.43607
61,674.62252
62,775.47846
63,790.81763
64,771.41781
65,686.27013
66,592.8449
67,316.41625
68,123.18365
69,110.55249
70,4.01281
71,0
72,25.28663
73,202.24558
74,203.8318
75,24.61918
76,0
77,0
78,78.58794
79,102.48086
80,183.94895
81,220.0897
82,291.8426
83,439.84783
84,633.13776
85,844.51893
86,979.21015
87,1003.3557
88,981.39899
89,1039.53177
90,1148.03504
91,1128.50555
92,1073.76994
93,968.08757
94,652.97461
95,439.54078
96,203.33933
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0.23648
127,3.41476
128,8.31884
129,12.11769
130,12.11769
131,12.11769
132,12.11769
133,12.11769
134,12.11769
135,12.11769
136,100.1382
137,444.5739
138,776.83888
139,1064.07776
140,1213.69774
141,1206.19721
142,1270.90924
143,1081.06332
144,728.01449
145,581.00788
146,599.71115
147,555.98675
148,516.32525
149,515.51298
150,382.75917
151,333.42896
152,409.86193
153,345.90721
154,199.10188
155,345.90721
156,671.0161
157,661.06354
158,573.82715
159,532.20846
160,536.41722
161,553.48526
162,373.92925
163,377.35792
164,105.59446
165,0
166,0
167,93.26937
168,51.1975
169,116.22301
170,63.41968
171,86.08353
172,225.34054
173,86.08353
174,98.84835
175,136.87207
176,297.17874
177,221.92266
178,85.1548
179,96.9109
180,122.65672
181,0
182,0
183,113.45946
184,0
185,204.70995
186,859.24683
187,651.34921
188,672.51012
189,451.67769
190,512.39111
191,611.39683
192,578.24243
193,573.87675
194,454.14141
195,502.809
196,404.44627
197,319.17366
198,147.1813
199,158.65448
200,468.40073
201,325.65887
202,147.1813
203,343.8243
204,560.94676
205,489.7375
206,290.87016
207,380.41801
208,382.79442
209,429.18282
210,478.53877
211,550.75934
212,470.99016
213,403.45425
214,0
215,0
216,167.75834
217,399.84856
218,171.10057
219,332.24407
220,404.72654
221,141.70867
222,290.87016
223,126.6756
224,166.43491
225,401.06382
226,290.87016
227,185.4145
228,289.82825
229,125.46955
230,106.48678
231,415.43945
232,421.64424
233,379.23404
234,470.52288
235,477.19568
236,86.46773
237,65.5246
238,66.54332
239,120.13766
240,288.78915
241,282.61325
242,375.69899
243,92.74988
244,134.30688
245,282.61325
246,324.57108
247,371.02483
248,285.68864
249,62.0198
250,72.76402
251,361.80996
252,344.94066
253,88.98431
254,129.52498
255,296.8184
256,173.8806
257,295.78405
258,159.93228
259,293.72356
260,425.76442
261,162.51053
262,115.52794
263,295.78405
264,130.70911
265,355.01451
266,472.34718
267,118.3948
268,274.53411
269,300.98334
270,86.87437
271,114.3944
272,142.25737
273,311.73272
274,336.08699
275,272.54184
276,172.55973
277,334.99264
278,318.10245
279,158.65448
280,315.96826
281,381.95458
282,321.32434
283,491.06572
284,658.15599
285,536.31923
286,477.19568
287,547.84848
288,537.08312
289,562.51799
290,575.96888
291,441.46258
292,583.54446
293,525.93039
294,456.04096
295,533.18822
296,490.44045
297,968.08757
298,1041.45765
299,1173.23236
300,551.33388
301,0
302,198.43495
303,232.24765
304,458.65732
305,589.27937
306,445.02687
307,100.28617
308,43.9665
309,142.00392
310,206.49258
311,223.14135
312,238.11556
313,396.50532
314,420.72274
315,641.94365
316,730.56517
317,764.19695
318,958.2444
319,958.00351
320,1080.24262
321,1169.52475
322,1008.71418
323,297.52473
324,0
325,0
326,536.47146
327,965.83098
328,885.52359
329,867.00353
330,889.14464
331,707.48269
332,605.72568
333,605.72568
334,612.49139
335,194.84125
336,187.83823
337,262.30109
338,184.39414
339,51.98936
340,0
341,0
342,0
343,0
344,0
345,0
346,78.2664
347,173.65026
348,92.08936
349,334.78237
350,360.77916
351,517.42583
352,623.25243
353,605.01292
354,549.22687
355,432.74448
356,220.2541
357,136.48707
358,199.61181
359,71.47675
360,0
361,62.71818
362,107.56733
363,197.5071
364,470.99016
365,317.84285
366,199.70017
367,542.87233
368,598.82194
369,537.49725
370,473.85807
371,476.59177
372,528.82449
373,370.14091
374,460.07964
375,541.99738
376,352.62396
377,494.65402
378,598.66889
379,508.898
380,487.70275
381,204.91168
382,200.22016
383,367.29782
384,101.45149
385,179.28394
386,454.05321
387,198.67329
388,113.35538
389,422.33375
390,454.05321
391,179.28394
392,401.24149
393,525.57988
394,434.19097
395,362.35732
396,553.91372
397,517.59243
398,237.28149
399,238.11556
400,368.54068
401,491.95228
402,471.94417
403,191.38644
404,237.28149
405,593.37237
406,552.33395
407,604.41788
408,491.80212
409,216.15871
410,233.08848
411,214.52606
412,230.5725
413,530.84467
414,615.61795
415,544.35241
416,155.05173
417,0
418,58.99817
419,72.09615
420,184.5119
421,486.29245
422,204.91168
423,386.30187
424,372.2879
425,133.69355
426,68.5286
427,0
428,92.16236
429,152.45678
430,339.55857
431,136.48707
432,85.64752
433,193.6527
434,399.35561
435,354.49131
436,164.21364
437,129.97479
438,81.6306
439,155.33675
440,204.14018
441,185.67078
442,171.55572
443,168.10487
444,154.00125
445,0
446,0
447,71.26598
448,24.22147
449,262.74391
450,265.65483
451,262.74391
452,328.48369
453,349.42664
454,353.8915
455,269.57394
456,269.57394
457,353.8915
458,273.53661
459,269.57394
460,443.26322
461,277.5431
462,273.53661
463,277.5431
464,273.53661
465,362.95215
466,362.95215
467,281.59368
468,73.26714
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,8.31884
494,12.11769
495,12.11769
496,12.11769
497,12.11769
498,12.11769
499,12.11769
500,12.11769
501,15.3603
502,166.1307
503,411.24914
504,603.89514
505,719.2417
506,646.77852
507,356.47751
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,129.11029
516,326.03613
517,496.42526
518,640.54236
519,647.93537
520,459.24303
521,173.00293
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,7.91063
531,50.06857
532,246.81865
533,434.5465
534,604.11725
535,720.89881
536,588.3319
537,261.99546
538,4.94512
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,60.06393
547,340.96018
548,463.67412
549,567.00605
550,684.61493
551,756.18674
552,439.33902
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,8.31884
561,12.11769
562,12.11769
563,12.11769
564,12.11769
565,12.11769
566,12.11769
567,12.11769
568,19.02828
569,290.85882
570,583.96919
571,768.63606
572,783.18662
573,1132.80982
574,1196.22325
575,791.00241
576,1144.51956
577,1612.59809
578,1293.75135
579,411.28815
580,3.39492
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,8.31884
595,12.11769
596,12.11769
597,12.11769
598,12.11769
599,12.11769
600,12.11769
601,12.11769
602,12.11769
603,12.11769
604,12.11769
605,12.11769
606,12.83623
607,15.1117
608,17.20001
609,42.59244
610,269.31397
611,718.9826
612,869.66215
613,452.18308
614,286.00608
615,772.90431
616,762.12712
617,583.60203
618,568.96847
619,549.74202
620,628.75367
621,684.75009
622,430.96554
623,50.89714
624,0
625,0
626,0
627,0
628,0
629,209.19731
630,161.67649
631,36.6269
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,8.31884
642,12.11769
643,12.11769
644,12.11769
645,12.11769
646,12.11769
647,12.11769
648,12.11769
649,38.18821
650,466.54013
651,490.67586
652,492.7805
653,730.04818
654,915.61409
655,782.67738
656,753.42708
657,987.15084
658,1062.41228
659,958.74232
660,715.43607
661,674.62252
662,775.47846
663,790.81763
664,771.41781
665,686.27013
666,592.8449
667,316.41625
668,123.18365
669,110.55249
670,4.01281
671,0
672,25.28663
673,202.24558
674,203.8318
675,24.61918
676,0
677,0
678,78.58794
679,102.48086
680,183.94895
681,220.0897
682,291.8426
683,439.84783
684,633.13776
685,844.51893
686,979.21015
687,1003.3557
688,981.39899
689,1039.53177
690,1148.03504
691,1128.50555
692,1073.76994
693,968.08757
694,652.97461
695,439.54078
696,203.33933
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0.23648
727,3.41476
728,8.31884
729,12.11769
730,12.11769
731,12.11769
732,12.11769
733,12.11769
734,12.11769
735,12.11769
736,100.1382
737,444.5739
738,776.83888
739,1064.07776
740,1213.69774
741,1206.19721
742,1270.90924
743,1081.06332
744,728.01449
745,581.00788
746,599.71115
747,555.98675
748,516.32525
749,515.51298
750,382.75917
751,333.42896
752,409.86193
753,345.90721
754,199.10188
755,345.90721
756,671.0161
757,661.06354
758,573.82715
759,532.20846
760,536.41722
761,553.48526
762,373.92925
763,377.35792
764,105.59446
765,0
766,0
767,93.26937
768,51.1975
769,116.22301
770,63.41968
771,86.08353
772,225.34054
773,86.08353
774,98.84835
775,136.87207
776,297.17874
777,221.92266
778,85.1548
779,96.9109
780,122.65672
781,0
782,0
783,113.45946
784,0
785,204.70995
786,859.24683
787,651.34921
788,672.51012
789,451.67769
790,512.39111
791,611.39683
792,578.24243
793,573.87675
794,454.14141
795,502.809
796,404.44627
797,319.17366
798,147.1813
799,158.65448
800,468.40073
801,325.65887
802,147.1813
803,343.8243
804,560.94676
805,489.7375
806,290.87016
807,380.41801
808,382.79442
809,429.18282
810,478.53877
811,550.75934
812,470.99016
813,403.45425
814,0
815,0
816,167.75834
817,399.84856
818,171.10057
819,332.24407
820,404.72654
821,141.70867
822,290.87016
823,126.6756
824,166.43491
825,401.06382
826,290.87016
827,185.4145
828,289.82825
829,125.46955
830,106.48678
831,415.43945
832,421.64424
